Date,Open,High,Low,Close,Adj Close,Volume,Name
2023-03-13,311.769989,313.690002,308.029999,313.209991,313.209991,125400.0,KS200
2023-03-14,310.179993,310.350006,305.450012,305.579987,305.579987,129900.0,KS200
2023-03-15,309.75,311.420013,307.809998,309.100006,309.100006,112100.0,KS200
2023-03-16,305.869995,309.269989,304.630005,308.390015,308.390015,111900.0,KS200
2023-03-17,312.200012,312.679993,309.799988,312.070007,312.070007,126100.0,KS200
2023-03-20,311.589996,313.440002,309.390015,309.48999,309.48999,89500.0,KS200
2023-03-21,311.859985,312.049988,309.640015,310.359985,310.359985,84200.0,KS200
2023-03-22,313.329987,314.26001,311.940002,314.109985,314.109985,93700.0,KS200
2023-03-23,311.51001,315.75,311.410004,315.75,315.75,111600.0,KS200
2023-03-24,315.170013,315.859985,312.48999,314.299988,314.299988,110700.0,KS200
2023-03-27,314.829987,314.839996,311.23999,312.850006,312.850006,101000.0,KS200
2023-03-28,314.149994,316.359985,313.48999,316.359985,316.359985,120400.0,KS200
2023-03-29,315.679993,317.029999,314.940002,317.01001,317.01001,152800.0,KS200
2023-03-30,318.51001,319.480011,316.779999,318.049988,318.049988,187300.0,KS200
2023-03-31,319.600006,322.540009,319.170013,322.029999,322.029999,194200.0,KS200
2023-04-03,323.179993,323.209991,319.730011,320.380005,320.380005,138000.0,KS200
2023-04-04,320.970001,322.850006,320.23999,321.75,321.75,155300.0,KS200
2023-04-05,322.040009,323.959991,321.350006,323.559998,323.559998,121200.0,KS200
2023-04-06,322.369995,322.399994,317.779999,317.820007,317.820007,145400.0,KS200
2023-04-07,321.290009,323.890015,320.529999,323.359985,323.359985,137000.0,KS200
2023-04-10,323.269989,327.890015,323.070007,326.380005,326.380005,144400.0,KS200
2023-04-11,328.0,331.579987,326.869995,330.869995,330.869995,148400.0,KS200
2023-04-12,330.880005,332.799988,329.769989,332.089996,332.089996,252100.0,KS200
2023-04-13,330.059998,333.089996,329.630005,333.089996,333.089996,172600.0,KS200
2023-04-14,335.420013,335.769989,332.48999,333.679993,333.679993,298800.0,KS200
2023-04-17,333.619995,334.299988,332.179993,333.920013,333.920013,245000.0,KS200
2023-04-18,334.929993,334.970001,331.350006,333.5,333.5,238300.0,KS200
2023-04-19,333.339996,334.959991,332.959991,333.769989,333.769989,167700.0,KS200
2023-04-20,332.420013,333.649994,331.179993,332.660004,332.660004,176400.0,KS200
2023-04-21,332.079987,332.48999,329.559998,330.940002,330.940002,146600.0,KS200
2023-04-24,329.98999,330.350006,328.059998,328.700012,328.700012,133300.0,KS200
2023-04-25,329.700012,329.880005,322.470001,324.480011,324.480011,163600.0,KS200
2023-04-26,324.570007,325.609985,323.299988,323.970001,323.970001,142100.0,KS200
2023-04-27,323.779999,325.73999,321.179993,325.089996,325.089996,147100.0,KS200
2023-04-28,327.350006,328.559998,324.769989,326.459991,326.459991,156800.0,KS200
2023-05-01,327.350006,328.559998,324.769989,326.459991,326.459991,156800.0,KS200
2023-05-02,326.98999,329.48999,326.73999,329.089996,329.089996,113900.0,KS200
2023-05-03,326.98999,327.929993,325.829987,326.519989,326.519989,103800.0,KS200
2023-05-04,325.75,326.329987,324.26001,326.170013,326.170013,98900.0,KS200
2023-05-05,325.75,326.329987,324.26001,326.170013,326.170013,98900.0,KS200
2023-05-08,329.01001,330.049988,328.200012,328.899994,328.899994,98800.0,KS200
2023-05-09,328.679993,328.920013,326.809998,328.220001,328.220001,91000.0,KS200
2023-05-10,327.730011,327.899994,324.940002,326.040009,326.040009,97600.0,KS200
2023-05-11,327.179993,328.429993,325.279999,325.279999,325.279999,99100.0,KS200
2023-05-12,324.829987,325.23999,322.970001,323.609985,323.609985,99500.0,KS200
2023-05-15,322.98999,324.559998,321.609985,324.459991,324.459991,89300.0,KS200
2023-05-16,327.01001,327.720001,324.600006,325.309998,325.309998,104600.0,KS200
2023-05-17,325.609985,327.540009,324.820007,326.609985,326.609985,92300.0,KS200
2023-05-18,329.070007,329.869995,327.679993,329.839996,329.839996,94700.0,KS200
2023-05-19,332.670013,334.269989,332.0,334.230011,334.230011,108700.0,KS200
2023-05-22,334.5,337.660004,333.429993,337.040009,337.040009,79599.0,KS200
